                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |  2221823648 |   718729345 |  1334243120 |  2160339958 |  2017665646 |  1047323637 |  2353251535 |  2437479841
  Cycles                             |  1889784789 |  1889784789 |  1889784789 |  1889784789 |  1889784789 |  1889784789 |  1889784789 |  1889784789
  IPC                                |        1.18 |        0.38 |        0.71 |        1.14 |        1.07 |        0.55 |        1.25 |        1.29
  Time (ns)                          |   555819056 |   555819056 |   555819056 |   555819056 |   555819056 |   555819056 |   555819056 |   555819056
  Idle time (ns)                     |       90381 |       87096 |       99146 |       75685 |       96224 |       52095 |       84499 |       87482
  Idle time (%)                      |        0.0% |        0.0% |        0.0% |        0.0% |        0.0% |        0.0% |        0.0% |        0.0%
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |    59734594 |    25454859 |   157376022 |   210712039 |   261814112 |   127365723 |   264859249 |   170319365
  num incorrect                      |     2685107 |      316102 |     4976008 |    12395969 |    20964432 |    13867625 |     8889799 |    17668518
  misprediction rate                 |       4.30% |       1.23% |       3.06% |       5.56% |       7.41% |       9.82% |       3.25% |       9.40%
  mpki                               |        1.21 |        0.44 |        3.73 |        5.74 |       10.39 |       13.24 |        3.78 |        7.25
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   291998480 |    69479985 |   187217351 |   327956430 |   283904059 |   161916432 |   341812408 |   439011222
    num misses                       |        1077 |          21 |          12 |     1446937 |         286 |           8 |      403762 |     2291644
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.44% |       0.00% |       0.00% |       0.12% |       0.52%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.67 |        0.00 |        0.00 |        0.17 |        0.94
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |  1522677373 |   321920629 |   819221807 |  1288805114 |   766348764 |   421518625 |  1532357437 |  1301658592
    num misses                       |     1709134 |     1079979 |    14396065 |     6872532 |      955804 |     5835684 |     3029296 |     4804091
    miss rate                        |       0.11% |       0.34% |       1.76% |       0.53% |       0.12% |       1.38% |       0.20% |       0.37%
    mpki                             |        0.77 |        1.50 |       10.79 |        3.18 |        0.47 |        5.57 |        1.29 |        1.97
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |     1710211 |     1080000 |    14396077 |     8319469 |      956090 |     5835692 |     3433058 |     7095735
    num misses                       |       15029 |      856741 |     7328722 |     1097424 |      369231 |     2582313 |      290221 |      774766
    miss rate                        |       0.88% |      79.33% |      50.91% |      13.19% |      38.62% |      44.25% |       8.45% |      10.92%
    mpki                             |        0.01 |        1.19 |        5.49 |        0.51 |        0.18 |        2.47 |        0.12 |        0.32
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |   291998480 |    69479905 |   187217351 |   327956430 |   283904059 |   161916432 |   341812408 |   439011222
    num cache misses                 |     4432491 |       23537 |      252326 |    25462500 |       50879 |      256493 |     6996106 |    18885417
    miss rate                        |       1.52% |       0.03% |       0.13% |       7.76% |       0.02% |       0.16% |       2.05% |       4.30%
    mpki                             |        1.99 |        0.03 |        0.19 |       11.79 |        0.03 |        0.24 |        2.97 |        7.75
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |  1522678132 |   321923192 |   819221875 |  1288805300 |   766349864 |   421518625 |  1532357437 |  1301658592
    num cache misses                 |     8033634 |     9552821 |    28955603 |     2919917 |     8869308 |    10470163 |     5832209 |     5669176
    miss rate                        |       0.53% |       2.97% |       3.53% |       0.23% |       1.16% |       2.48% |       0.38% |       0.44%
    mpki                             |        3.62 |       13.29 |       21.70 |        1.35 |        4.40 |       10.00 |        2.48 |        2.33
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |    12472384 |     9764438 |    29387908 |    28506555 |    10302183 |    11981275 |    13377862 |    24949532
    num cache misses                 |     1082486 |     9446909 |    26317442 |     2203534 |     7882988 |     8067020 |     2209746 |     2210529
    miss rate                        |       8.68% |      96.75% |      89.55% |       7.73% |      76.52% |      67.33% |      16.52% |       8.86%
    mpki                             |        0.49 |       13.14 |       19.72 |        1.02 |        3.91 |        7.70 |        0.94 |        0.91
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |     1412734 |     9635012 |    26497711 |     2329075 |     9266403 |     9321992 |     2761834 |     2619372
    num cache misses                 |     1079404 |     8694692 |    11944051 |     1725783 |     5878586 |     5512958 |     1781268 |     1068402
    miss rate                        |      76.41% |      90.24% |      45.08% |      74.10% |      63.44% |      59.14% |      64.50% |      40.79%
    mpki                             |        0.49 |       12.10 |        8.95 |        0.80 |        2.91 |        5.26 |        0.76 |        0.44
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |    48803728 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |     6494.68 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |     6392.17 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      21.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |      420754 |     8668522 |    11721825 |      488463 |     3146926 |     4333110 |      974749 |      608650
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
